variant,seed,split,margin,n_gold_matches,n_pred_matches,precision,recall,f1,wrong_merge_rate,fragmentation_rate,trajectory_consistency_rate,impossible_transition_rate,n_transitions,n_impossible_transitions,dangling_precision,dangling_recall,n_gold_dangling,n_pred_dangling,n_pred_identities,n_wrong_merges,scenario_id
no_rel,19521022,test,0.0,114,3,0.0,0.0,0.0,0.2,1.0263157894736843,0.8594594594594595,0.14054054054054055,185,26,0.1843137254901961,1.0,47,255,15,3,sec_test_0002
no_rel,19521022,test,0.7,114,44,0.36363636363636365,0.14035087719298245,0.20253164556962025,0.37623762376237624,1.2280701754385965,0.6986924388857305,0.3013075611142695,1759,530,0.3707865168539326,0.7021276595744681,47,89,101,38,sec_test_0002
no_rel,19521022,test,0.0,111,4,1.0,0.036036036036036036,0.06956521739130435,0.06666666666666667,0.972972972972973,0.8756756756756756,0.12432432432432433,185,23,0.18253968253968253,0.92,50,252,15,1,sec_test_0003
no_rel,19521022,test,0.7,111,42,0.5952380952380952,0.22522522522522523,0.326797385620915,0.26126126126126126,1.1531531531531531,0.7158651188501934,0.2841348811498065,1809,514,0.3625,0.58,50,80,111,29,sec_test_0003
no_rel,19521022,test,0.0,109,1,1.0,0.009174311926605505,0.018181818181818184,0.25,0.9908256880733946,0.5303030303030303,0.4696969696969697,66,31,0.18631178707224336,0.9423076923076923,52,263,4,1,sec_test_0004
no_rel,19521022,test,0.7,109,33,0.6666666666666666,0.2018348623853211,0.30985915492957744,0.26436781609195403,1.018348623853211,0.715721464465183,0.28427853553481697,1393,396,0.3114754098360656,0.7307692307692307,52,122,87,23,sec_test_0004
no_rel,19521022,test,0.0,107,2,1.0,0.018691588785046728,0.03669724770642201,0.0625,1.0093457943925233,0.8793103448275862,0.1206896551724138,174,21,0.21285140562248997,0.9814814814814815,54,249,16,1,sec_test_0005
no_rel,19521022,test,0.7,107,34,0.6764705882352942,0.21495327102803738,0.326241134751773,0.2261904761904762,1.0,0.7136627906976745,0.2863372093023256,1376,394,0.32786885245901637,0.7407407407407407,54,122,84,19,sec_test_0005
no_rel,19521022,test,0.0,108,1,1.0,0.009259259259259259,0.018348623853211007,0.0,0.9907407407407407,0.9189189189189189,0.08108108108108109,37,3,0.2,1.0,53,265,3,0,sec_test_0006
no_rel,19521022,test,0.7,108,31,0.6451612903225806,0.18518518518518517,0.2877697841726618,0.17894736842105263,1.0,0.7476702508960573,0.2523297491039427,1395,352,0.3,0.6792452830188679,53,120,95,17,sec_test_0006
no_rel,19521022,test,0.0,112,4,0.25,0.008928571428571428,0.017241379310344824,0.125,1.0,0.7843137254901961,0.21568627450980393,204,44,0.17928286852589642,0.9183673469387755,49,251,16,2,sec_test_0007
no_rel,19521022,test,0.7,112,41,0.6585365853658537,0.24107142857142858,0.35294117647058826,0.22935779816513763,1.0714285714285714,0.6761332605133807,0.3238667394866193,1831,593,0.379746835443038,0.6122448979591837,49,79,109,25,sec_test_0007
no_rel,19521022,test,0.0,106,5,0.8,0.03773584905660377,0.07207207207207207,0.09090909090909091,0.9716981132075472,0.8742138364779874,0.12578616352201258,159,20,0.216,0.9818181818181818,55,250,11,1,sec_test_0008
no_rel,19521022,test,0.7,106,44,0.5454545454545454,0.22641509433962265,0.32,0.22935779816513763,1.1415094339622642,0.7180249851279001,0.2819750148720999,1681,474,0.4431818181818182,0.7090909090909091,55,88,109,25,sec_test_0008
no_rel,19521022,test,0.0,108,1,1.0,0.009259259259259259,0.018348623853211007,0.1,1.0,0.8181818181818181,0.18181818181818182,110,20,0.20233463035019456,0.9811320754716981,53,257,10,1,sec_test_0009
no_rel,19521022,test,0.7,108,31,0.5806451612903226,0.16666666666666666,0.2589928057553957,0.2978723404255319,1.1296296296296295,0.7154947916666667,0.2845052083333333,1536,437,0.330188679245283,0.660377358490566,53,106,94,28,sec_test_0009
no_rel,19521022,test,0.0,110,1,1.0,0.00909090909090909,0.018018018018018018,0.16666666666666666,0.990909090909091,0.7765957446808511,0.22340425531914893,94,21,0.18773946360153257,0.9607843137254902,51,261,6,1,sec_test_0010
no_rel,19521022,test,0.7,110,20,0.5,0.09090909090909091,0.15384615384615385,0.19101123595505617,1.1545454545454545,0.7849280270956817,0.21507197290431837,1181,254,0.22916666666666666,0.6470588235294118,51,144,89,17,sec_test_0010
no_rel,19521022,test,0.0,98,3,0.6666666666666666,0.02040816326530612,0.0396039603960396,0.05263157894736842,0.9795918367346939,0.748917748917749,0.2510822510822511,231,58,0.23931623931623933,0.8888888888888888,63,234,19,1,sec_test_0011
no_rel,19521022,test,0.7,98,37,0.6486486486486487,0.24489795918367346,0.3555555555555555,0.17757009345794392,1.030612244897959,0.7114337568058076,0.2885662431941924,1653,477,0.3614457831325301,0.47619047619047616,63,83,107,19,sec_test_0011
no_rel,19521022,test,0.0,116,1,1.0,0.008620689655172414,0.017094017094017096,0.0,1.0,0.9090909090909091,0.09090909090909091,55,5,0.16605166051660517,1.0,45,271,5,0,sec_test_0012
no_rel,19521022,test,0.7,116,34,0.5882352941176471,0.1724137931034483,0.26666666666666666,0.21649484536082475,1.0775862068965518,0.744975744975745,0.255024255024255,1443,368,0.2764227642276423,0.7555555555555555,45,123,97,21,sec_test_0012
no_rel,19521023,dev,0.0,113,9,0.5555555555555556,0.04424778761061947,0.0819672131147541,0.2413793103448276,1.0265486725663717,0.7600950118764845,0.23990498812351543,421,101,0.2052401746724891,0.9791666666666666,48,229,29,7,sec_dev_0000
no_rel,19521023,dev,0.7,113,33,0.5757575757575758,0.168141592920354,0.26027397260273977,0.3020833333333333,1.1061946902654867,0.7442333785617368,0.25576662143826323,1474,377,0.28205128205128205,0.6875,48,117,96,29,sec_dev_0000
