variant,seed,split,margin,n_gold_matches,n_pred_matches,precision,recall,f1,wrong_merge_rate,fragmentation_rate,trajectory_consistency_rate,impossible_transition_rate,n_transitions,n_impossible_transitions,dangling_precision,dangling_recall,n_gold_dangling,n_pred_dangling,n_pred_identities,n_wrong_merges,scenario_id
m3_full,19521012,test,0.7,116,67,0.7761194029850746,0.4482758620689655,0.5683060109289618,0.2127659574468085,0.9655172413793104,0.7448071216617211,0.2551928783382789,2359,602,0.9259259259259259,0.5555555555555556,45,27,141,30,sec_test_0012
m3_full,19521013,dev,0.0,113,27,0.8148148148148148,0.19469026548672566,0.3142857142857143,0.1282051282051282,0.9380530973451328,0.8055555555555556,0.19444444444444445,1152,224,0.24503311258278146,0.7708333333333334,48,151,78,10,sec_dev_0000
m3_full,19521013,dev,0.7,113,60,0.7666666666666667,0.40707964601769914,0.5317919075144508,0.2462686567164179,1.0353982300884956,0.7417247386759582,0.2582752613240418,2296,593,0.8064516129032258,0.5208333333333334,48,31,134,33,sec_dev_0000
m3_full,19521013,dev,0.0,111,31,0.7096774193548387,0.1981981981981982,0.30985915492957744,0.21052631578947367,0.990990990990991,0.7199367088607596,0.2800632911392405,1264,354,0.2608695652173913,0.72,50,138,76,16,sec_dev_0001
m3_full,19521013,dev,0.7,111,49,0.673469387755102,0.2972972972972973,0.41250000000000003,0.22900763358778625,1.1261261261261262,0.7081604426002766,0.2918395573997234,2169,633,0.5952380952380952,0.5,50,42,131,30,sec_dev_0001
m3_full,19521013,dev,0.0,112,24,0.5833333333333334,0.125,0.20588235294117646,0.1935483870967742,1.0178571428571428,0.7668776371308017,0.23312236286919832,948,221,0.22674418604651161,0.7959183673469388,49,172,62,12,sec_dev_0002
m3_full,19521013,dev,0.7,112,63,0.5714285714285714,0.32142857142857145,0.4114285714285715,0.2777777777777778,1.0892857142857142,0.7111829944547134,0.2888170055452865,2164,625,0.6363636363636364,0.5714285714285714,49,44,126,35,sec_dev_0002
m3_full,19521013,dev,0.0,104,27,0.6666666666666666,0.17307692307692307,0.2748091603053435,0.12162162162162163,1.0384615384615385,0.762906309751434,0.23709369024856597,1046,248,0.27450980392156865,0.7368421052631579,57,153,74,9,sec_dev_0003
m3_full,19521013,dev,0.7,104,65,0.676923076923077,0.4230769230769231,0.5207100591715975,0.15942028985507245,1.0288461538461537,0.7589367552703942,0.24106324472960586,2182,526,0.8181818181818182,0.47368421052631576,57,33,138,22,sec_dev_0003
m3_full,19521013,dev,0.0,117,28,0.75,0.1794871794871795,0.28965517241379307,0.19047619047619047,1.0256410256410255,0.7476114649681529,0.25238853503184716,1256,317,0.22916666666666666,0.75,44,144,84,16,sec_dev_0004
m3_full,19521013,dev,0.7,117,57,0.7017543859649122,0.3418803418803419,0.4597701149425287,0.26865671641791045,1.0940170940170941,0.7208370436331255,0.27916295636687444,2246,627,0.65,0.5909090909090909,44,40,134,36,sec_dev_0004
m3_full,19521013,dev,0.0,121,45,0.7333333333333333,0.2727272727272727,0.3975903614457832,0.18888888888888888,0.9256198347107438,0.7587412587412588,0.24125874125874125,1430,345,0.25384615384615383,0.825,40,130,90,17,sec_dev_0005
m3_full,19521013,dev,0.7,121,72,0.7222222222222222,0.4297520661157025,0.538860103626943,0.20833333333333334,0.9752066115702479,0.7422945205479452,0.2577054794520548,2336,602,0.7647058823529411,0.65,40,34,144,30,sec_dev_0005
m3_full,19521013,dev,0.0,106,30,0.7,0.19811320754716982,0.3088235294117647,0.16883116883116883,0.9622641509433962,0.7715260017050298,0.22847399829497017,1173,268,0.2676056338028169,0.6909090909090909,55,142,77,13,sec_dev_0006
