analysis,model,seed,split,precision,recall,f1,wrong_merge_rate,fragmentation_rate,impossible_transition_rate,trajectory_consistency_rate,dangling_precision,dangling_recall,n_gold_dangling,n_gold_matches,n_pred_dangling,n_pred_identities,n_pred_matches,n_transitions
revive,no_state,19521008,test,0.6472082235970588,0.3405511091188704,0.44547621752819594,0.23465312953899356,1.1211198710827333,0.26167208917506835,0.7383279108249318,0.7118929592964567,0.5119183488757679,52.15384615384615,108.84615384615384,38.07692307692308,132.6153846153846,57.07692307692308,2185.076923076923
revive,no_state,19521009,dev,0.6968653077701029,0.41175270135332515,0.5172010903074982,0.226375876867406,1.0412359144495487,0.2665475056439403,0.7334524943560597,0.8468930288793795,0.5007140848985351,51.083333333333336,109.91666666666667,30.083333333333332,137.08333333333334,64.83333333333333,2271.25
revive,no_state,19521009,test,0.7079906955507306,0.4006479601826264,0.5106840372771567,0.22567474315609326,1.0437583810811004,0.25554445061772746,0.7444555493822725,0.8269311403698718,0.49981800334491877,52.15384615384615,108.84615384615384,31.53846153846154,134.53846153846155,61.30769230769231,2248.5384615384614
revive,no_state,19521010,dev,0.6160047589400355,0.29898477320721945,0.4009450055264625,0.2693067798212433,1.0893032680605732,0.28195105484557786,0.7180489451544222,0.5281536991160639,0.5692635617238485,51.083333333333336,109.91666666666667,57.833333333333336,117.83333333333333,53.25,2013.0
revive,no_state,19521010,test,0.6243104107863806,0.29032491863732185,0.3935715977486027,0.27378800314262064,1.1151449035445458,0.2732490733615937,0.7267509266384062,0.5296912504716779,0.5506762013057385,52.15384615384615,108.84615384615384,57.69230769230769,117.76923076923077,50.23076923076923,2003.7692307692307
revive,no_rel,19521006,dev,0.6062163091221406,0.3413149036507206,0.4362284296282519,0.2991538625028251,1.1387807598035085,0.3064943519671301,0.69350564803287,0.8097743910782705,0.5004059020962494,51.083333333333336,109.91666666666667,31.333333333333332,126.58333333333333,61.583333333333336,2269.25
revive,no_rel,19521006,test,0.626287490458638,0.3572022509964769,0.4543849344159823,0.29325206550688104,1.1130159196763512,0.29194059424529406,0.7080594057547059,0.8236890415486292,0.4946648543884307,52.15384615384615,108.84615384615384,32.15384615384615,124.6923076923077,61.84615384615385,2252.230769230769
revive,no_rel,19521007,dev,0.6612281900709013,0.26270997910572236,0.3742900567324427,0.24921212461106632,1.0138188107430433,0.27753326043185716,0.7224667395681429,0.3542825009208373,0.623188850684428,51.083333333333336,109.91666666666667,93.5,100.58333333333333,43.416666666666664,1673.5833333333333
revive,no_rel,19521007,test,0.7012846467591729,0.2735297856429869,0.3918758136051333,0.2213189589676506,0.9913479542176128,0.26030644135323944,0.7396935586467606,0.3619473718534821,0.6260108418336396,52.15384615384615,108.84615384615384,92.6923076923077,101.6923076923077,42.30769230769231,1669.8461538461538
revive,no_rel,19521008,dev,0.6694023694688696,0.2221525257853978,0.32924730588153756,0.21624857416963472,1.024005478539878,0.27441118719698315,0.7255888128030169,0.3364754686484246,0.6835937710973647,51.083333333333336,109.91666666666667,109.08333333333333,96.0,36.75,1522.3333333333333
revive,no_rel,19521008,test,0.6599076264239431,0.21822382425979187,0.323866707137087,0.202060251533519,1.040074685241164,0.26291969946040217,0.7370803005395978,0.3266289121425076,0.6519531504572259,52.15384615384615,108.84615384615384,110.61538461538461,95.23076923076923,36.07692307692308,1497.076923076923
revive,no_rel,19521009,dev,0.6620454334268836,0.35221955010330325,0.45883731362260377,0.22503825418074017,1.1011459925319738,0.26678163538882355,0.7332183646111764,0.6912440776200168,0.5241634882288907,51.083333333333336,109.91666666666667,39.0,135.5,58.416666666666664,2183.6666666666665
revive,no_rel,19521009,test,0.6738387253838525,0.38242471185558446,0.4872005736699257,0.22969147078392133,1.0330389565518596,0.263855245684538,0.7361447543154619,0.733948940028567,0.5053834481117419,52.15384615384615,108.84615384615384,36.07692307692308,130.46153846153845,61.76923076923077,2207.230769230769
revive,no_rel,19521010,dev,0.6138479135049256,0.21670430064479107,0.31995202850538296,0.24662607430058217,1.0684459652648057,0.2889258874111415,0.7110741125888586,0.3276186203150548,0.6306277779858791,51.083333333333336,109.91666666666667,99.0,99.91666666666667,38.583333333333336,1619.25
revive,no_rel,19521010,test,0.5915293561781857,0.2083196376250379,0.306455837418584,0.24811337143648898,1.0599670806611032,0.28595784564617727,0.7140421543538227,0.33066908164864284,0.647161870309499,52.15384615384615,108.84615384615384,103.07692307692308,95.53846153846153,38.07692307692308,1572.1538461538462
revive,no_src,19521006,dev,0.6747957738274294,0.38000247534992043,0.48519642025782533,0.27618045503181365,1.0625219639002295,0.29080024706410745,0.7091997529358925,0.8275012755886394,0.5147656314430787,51.083333333333336,109.91666666666667,31.75,127.41666666666667,61.666666666666664,2264.25
revive,no_src,19521006,test,0.7025113541678246,0.3983350707387786,0.5076935252421261,0.2595405896223352,1.0041408655020976,0.27745555781996,0.7225444421800401,0.7658846264578579,0.5010907670599043,52.15384615384615,108.84615384615384,34.38461538461539,125.15384615384616,61.61538461538461,2229.4615384615386
revive,no_src,19521007,dev,0.6396912920372987,0.2527527760154403,0.3611419169338605,0.24432269041742993,1.0318048723764743,0.30720972766169397,0.6927902723383058,0.3683619718292785,0.6127313743352,51.083333333333336,109.91666666666667,87.58333333333333,102.0,43.083333333333336,1731.3333333333333
revive,no_src,19521007,test,0.6558653668946922,0.25423850053832014,0.36277034677139486,0.2552115829263089,1.043569970202126,0.2947917634943782,0.7052082365056218,0.3814610467638323,0.5931586636647752,52.15384615384615,108.84615384615384,86.38461538461539,102.0,42.07692307692308,1732.6153846153845
revive,no_src,19521008,dev,0.592450680417916,0.3338383442832722,0.426310918794682,0.2837765933992001,1.1450210862402288,0.29764112828377454,0.7023588717162256,0.8945313772112068,0.4913770549693999,51.083333333333336,109.91666666666667,27.916666666666668,128.83333333333334,61.75,2301.1666666666665
revive,no_src,19521008,test,0.6351306667142114,0.3537079041067629,0.4539634859654394,0.2803520426289484,1.1257890748757549,0.28371921068068545,0.7162807893193145,0.8529373913841133,0.489586512439454,52.15384615384615,108.84615384615384,30.076923076923077,128.15384615384616,60.69230769230769,2269.5384615384614
revive,no_src,19521009,dev,0.6964816994540928,0.3798350014753837,0.4914035603398741,0.22827540176503183,1.0773942451887133,0.2627113955732221,0.7372886044267778,0.7676901901285204,0.5086450951412068,51.083333333333336,109.91666666666667,33.916666666666664,136.66666666666666,59.916666666666664,2233.3333333333335
revive,no_src,19521009,test,0.6860733443819313,0.3715595465006175,0.4816096795252859,0.23162170087900558,1.0854856684755196,0.2600641452897579,0.739935854710242,0.757838771822546,0.5070188294684367,52.15384615384615,108.84615384615384,35.15384615384615,135.30769230769232,59.0,2211.6153846153848
revive,no_src,19521010,dev,0.6299621250082116,0.2698057168225049,0.3746271256466578,0.24820086785643344,1.068531073552817,0.28844435135180574,0.7115556486481943,0.4268265475031243,0.600850711902422,51.083333333333336,109.91666666666667,76.66666666666667,110.08333333333333,46.916666666666664,1832.4166666666667
revive,no_src,19521010,test,0.668416331547706,0.2674908983689487,0.3810388337871159,0.24311785497551458,1.0724338410831995,0.27004902498907557,0.7299509750109242,0.3957664963604911,0.6091240194986558,52.15384615384615,108.84615384615384,82.38461538461539,109.46153846153847,43.61538461538461,1765.1538461538462
