seed,knockout,split,decode,n_gold_matches,n_pred_matches,precision,recall,f1,wrong_merge_rate,fragmentation_rate,trajectory_consistency_rate,impossible_transition_rate,n_transitions,n_impossible_transitions,dangling_precision,dangling_recall,n_gold_dangling,n_pred_dangling
19521008,src,dev,revive,109.91666666666667,50.666666666666664,0.652364829142798,0.3005602729532213,0.41064905900197796,0.22907136017314714,1.0964997906024812,0.7400213424762812,0.2599786575237187,1993.75,518.8333333333334,0.4944615231533828,0.5624414524666994,51.083333333333336,59.0
19521008,src,test,standard,108.84615384615384,7.615384615384615,0.7595620317339774,0.0517064324039169,0.09495292387600972,0.10748197334368298,0.9806456507080156,0.7994285498449004,0.20057145015509953,391.9230769230769,82.0,0.20584951035734236,0.892806027856821,52.15384615384615,227.69230769230768
19521008,src,test,revive,108.84615384615384,47.07692307692308,0.6466558319445692,0.28047416500003325,0.38996990892457384,0.20540541935702505,1.0754549806180846,0.7499718112427995,0.25002818875720045,1901.076923076923,476.6923076923077,0.4529369952137049,0.558725226073181,52.15384615384615,67.46153846153847
19521009,__none__,dev,standard,109.91666666666667,29.25,0.7605107819921559,0.20098531620371055,0.3164404383681908,0.1554437797350847,0.9712986916747542,0.7561219745531528,0.24387802544684725,1242.75,302.4166666666667,0.26966900683415307,0.7290726281038459,51.083333333333336,138.0
19521009,__none__,dev,revive,109.91666666666667,61.0,0.7000787538022814,0.38785607407599904,0.49832171028556754,0.23230172995362638,1.0874440239142549,0.7284398090518894,0.2715601909481107,2291.0,622.25,0.9065782780094979,0.5013781790541705,51.083333333333336,28.0
19521009,__none__,test,standard,108.84615384615384,26.53846153846154,0.7384716518337208,0.17912678398902443,0.28647325570855303,0.15071060822601728,0.9607574094098283,0.7683067994084468,0.2316932005915532,1140.6923076923076,266.38461538461536,0.2664891900586593,0.7476370403254722,52.15384615384615,147.76923076923077
19521009,__none__,test,revive,108.84615384615384,63.38461538461539,0.6732095149345801,0.3922735789341309,0.4955431936758128,0.24815126159943723,1.071461447927719,0.7311614402606847,0.26883855973931536,2263.6923076923076,608.8461538461538,0.8577539776393205,0.49526726129872245,52.15384615384615,30.23076923076923
19521009,time,dev,standard,109.91666666666667,29.25,0.7605107819921559,0.20098531620371055,0.3164404383681908,0.1554437797350847,0.9712986916747542,0.7561219745531528,0.24387802544684725,1242.75,302.4166666666667,0.26966900683415307,0.7290726281038459,51.083333333333336,138.0
19521009,time,dev,revive,109.91666666666667,61.0,0.7000787538022814,0.38785607407599904,0.49832171028556754,0.23230172995362638,1.0874440239142549,0.7284398090518894,0.2715601909481107,2291.0,622.25,0.9065782780094979,0.5013781790541705,51.083333333333336,28.0
19521009,time,test,standard,108.84615384615384,26.53846153846154,0.7384716518337208,0.17912678398902443,0.28647325570855303,0.15071060822601728,0.9607574094098283,0.7683067994084468,0.2316932005915532,1140.6923076923076,266.38461538461536,0.2664891900586593,0.7476370403254722,52.15384615384615,147.76923076923077
19521009,time,test,revive,108.84615384615384,63.38461538461539,0.6732095149345801,0.3922735789341309,0.4955431936758128,0.24815126159943723,1.071461447927719,0.7311614402606847,0.26883855973931536,2263.6923076923076,608.8461538461538,0.8577539776393205,0.49526726129872245,52.15384615384615,30.23076923076923
19521009,motion,dev,standard,109.91666666666667,29.333333333333332,0.7584594999408738,0.20098531620371055,0.3162838519520624,0.15497504297904757,0.9720999737260363,0.7565054898777314,0.24349451012226883,1247.4166666666667,303.0833333333333,0.269934759163794,0.7275845328657505,51.083333333333336,137.5
19521009,motion,dev,revive,109.91666666666667,61.0,0.7000787538022814,0.38785607407599904,0.49832171028556754,0.23216307960297514,1.0881947746650056,0.7285318008097308,0.2714681991902693,2291.75,622.25,0.9092465867122893,0.5013781790541705,51.083333333333336,27.916666666666668
19521009,motion,test,standard,108.84615384615384,26.53846153846154,0.7384716518337208,0.17912678398902443,0.28647325570855303,0.15075371813754826,0.960038502148865,0.7677672309987997,0.23223276900120016,1141.4615384615386,267.2307692307692,0.2666255001087624,0.7476370403254722,52.15384615384615,147.69230769230768
19521009,motion,test,revive,108.84615384615384,63.46153846153846,0.6736441085895127,0.3929924861950942,0.4962479935293032,0.2477109148263534,1.069304726144829,0.7310278067339462,0.2689721932660539,2263.769230769231,609.1538461538462,0.8577539776393205,0.49526726129872245,52.15384615384615,30.23076923076923
19521009,state,dev,standard,109.91666666666667,11.666666666666666,0.7696721954945639,0.08281128776328553,0.14855813452904923,0.11155898812178418,0.9849558181059203,0.7964113124350463,0.20358868756495355,629.6666666666666,129.41666666666666,0.21671248329689574,0.8625330900943649,51.083333333333336,203.0
19521009,state,dev,revive,109.91666666666667,57.0,0.682226071362854,0.3520615843205097,0.46363594576437994,0.21922095207966355,1.1013452719740073,0.7364406975124208,0.26355930248757914,2180.1666666666665,574.75,0.6874630749967453,0.5276455726410577,51.083333333333336,39.25
19521009,state,test,standard,108.84615384615384,11.76923076923077,0.793588569550108,0.08592134148412149,0.15371852902432834,0.0798068846376487,0.9585891850886341,0.813330196995058,0.186669803004942,560.8461538461538,106.92307692307692,0.2107397891794675,0.843875205342419,52.15384615384615,209.3846153846154
19521009,state,test,revive,108.84615384615384,57.23076923076923,0.6903818975240964,0.3635464233287452,0.4758407055414065,0.225043032689795,1.0598055032498004,0.7462332963245168,0.25376670367548326,2126.0,540.3076923076923,0.6329698220964222,0.52896754360483,52.15384615384615,44.15384615384615
19521009,rel,dev,standard,109.91666666666667,21.833333333333332,0.7981822242658155,0.15905855642156844,0.2641881674640212,0.1221528282983707,0.9511936286035825,0.7664762766726021,0.2335237233273979,973.5833333333334,227.58333333333334,0.23897376110322432,0.7796124921294463,51.083333333333336,166.41666666666666
19521009,rel,dev,revive,109.91666666666667,58.833333333333336,0.7114257592837095,0.3803194914143037,0.4949430335171576,0.22629417582174596,1.0873520005478814,0.729980548879643,0.27001945112035686,2248.5,607.4166666666666,0.8078615819916712,0.5123500737929273,51.083333333333336,32.25
19521009,rel,test,standard,108.84615384615384,20.153846153846153,0.7233755892062994,0.13269970939213763,0.22236649998967598,0.1287837902698827,0.9598051232350581,0.7825883594630084,0.2174116405369917,883.3076923076923,195.46153846153845,0.2369702185558255,0.7893624526563248,52.15384615384615,175.07692307692307
19521009,rel,test,revive,108.84615384615384,61.92307692307692,0.66983399450778,0.3809471451425841,0.4853974803503437,0.24224486765705436,1.0744058769872105,0.7349736673021808,0.2650263326978191,2227.6153846153848,591.0,0.7881541940915938,0.5068716413121988,52.15384615384615,33.84615384615385
19521009,src,dev,standard,109.91666666666667,5.666666666666667,0.747850529100529,0.03859791143075527,0.07313361162059592,0.10699971650232541,0.9846352491364585,0.7954220814515383,0.20457791854846172,339.75,69.66666666666667,0.20017294839425484,0.9181888259127313,51.083333333333336,234.16666666666666
19521009,src,dev,revive,109.91666666666667,50.916666666666664,0.6796918870111313,0.31328061063201296,0.4273224539460159,0.20506615185101637,1.100356015450527,0.7438334519334893,0.2561665480665107,2016.25,516.75,0.5188558855849511,0.5712035001844084,51.083333333333336,56.166666666666664
19521009,src,test,standard,108.84615384615384,5.846153846153846,0.9112276612276613,0.048144247240078666,0.0909191070727952,0.05217111481293906,0.9723526096607655,0.8239313696763306,0.17606863032366943,305.0,55.69230769230769,0.19989700216809803,0.9058635390665685,52.15384615384615,236.84615384615384
19521009,src,test,revive,108.84615384615384,50.76923076923077,0.7020951428455037,0.3279896191125707,0.4465570594317997,0.20276169397443541,1.030522998705608,0.75540394372713,0.2445960562728701,1934.0,475.15384615384613,0.47358983566022084,0.5671100657671835,52.15384615384615,64.0
19521010,__none__,dev,standard,109.91666666666667,23.666666666666668,0.626754033004033,0.13462615794627553,0.22069577588464284,0.23874038363903294,1.0067868370800686,0.685335980346709,0.314664019653291,1009.0,317.6666666666667,0.2427722786158741,0.7793341441662611,51.083333333333336,163.75
